date,n_assets,count_above_mp_raw,count_above_mp_ex_market,top_eig,second_eig,mp_edge
2022-03-15,25,4,3,3.17396358483398,3.02108746514996,1.72914713755506
2022-03-16,25,4,3,3.17719655642551,3.04465443278054,1.72914713755506
2022-03-17,25,4,3,3.16789233351252,3.05328414355688,1.72914713755506
2022-03-18,25,3,2,3.19245605026664,3.02740523755948,1.72914713755506
2022-03-21,25,3,2,3.20834299983837,3.03035331810446,1.72914713755506
2022-03-22,25,3,2,3.20490305290355,3.02976179556693,1.72914713755506
2022-03-23,25,3,2,3.20273363577136,3.03828906280968,1.72914713755506
2022-03-24,25,3,2,3.17858775055652,3.05619794404577,1.72914713755506
2022-03-25,25,3,2,3.19263782055006,3.05040395665412,1.72914713755506
2022-03-28,25,3,2,3.18717236909959,3.07194802814442,1.72914713755506
2022-03-29,25,3,2,3.18095842591078,3.11957587505491,1.72914713755506
2022-03-30,25,3,2,3.18163499277706,3.12149669725264,1.72914713755506
2022-03-31,25,3,2,3.17558071443058,3.1149323540066,1.72914713755506
2022-04-01,25,3,2,3.15509575162103,3.11630813424189,1.72914713755506
2022-04-04,25,3,2,3.1497504142486,3.13155757534449,1.72914713755506
2022-04-05,25,3,2,3.14949648095601,3.11240556479493,1.72914713755506
2022-04-06,25,3,2,3.16313835526401,3.1154187306509,1.72914713755506
2022-04-07,25,3,2,3.16799542640351,3.11409048786781,1.72914713755506
2022-04-08,25,3,2,3.19172211410902,3.11058267954955,1.72914713755506
2022-04-11,25,3,2,3.1816275944003,3.12244347920496,1.72914713755506
2022-04-12,25,3,2,3.16832031273305,3.12742411952924,1.72914713755506
2022-04-13,25,3,2,3.15930028181631,3.10029984514175,1.72914713755506
2022-04-14,25,3,2,3.15861388782191,3.10006449297371,1.72914713755506
2022-04-15,25,3,2,3.18303820550322,3.12116394616068,1.72914713755506
2022-04-18,25,3,2,3.18996394174244,3.13325248067533,1.72914713755506
2022-04-19,25,4,3,3.2239877893799,3.11741470216247,1.72914713755506
2022-04-20,25,4,3,3.22313416085505,3.10681903029867,1.72914713755506
2022-04-21,25,4,3,3.22611395276262,3.09053932101472,1.72914713755506
2022-04-22,25,3,2,3.21373241794091,3.08651468368562,1.72914713755506
2022-04-25,25,3,2,3.22830852467137,3.07880464978841,1.72914713755506
2022-04-26,25,3,2,3.20344280216153,3.1575042840528,1.72914713755506
2022-04-27,25,3,2,3.20218729469709,3.15897355828352,1.72914713755506
2022-04-28,25,3,2,3.24085582277047,3.14964267079065,1.72914713755506
2022-04-29,25,3,2,3.24589581434449,3.14537072184515,1.72914713755506
2022-05-02,25,3,2,3.27476042272854,3.06266804388903,1.72914713755506
2022-05-03,25,3,2,3.27511366773122,3.06114501527687,1.72914713755506
2022-05-04,25,3,2,3.29018323826879,3.04429285797509,1.72914713755506
2022-05-05,25,3,2,3.33384503972805,3.04310063683816,1.72914713755506
2022-05-06,25,3,2,3.30179768440744,3.03165062947714,1.72914713755506
2022-05-09,25,3,2,3.38081954104636,3.00595101366167,1.72914713755506
2022-05-10,25,3,2,3.39155504663529,2.9996701881068,1.72914713755506
2022-05-11,25,3,2,3.39793176492846,2.99319286878171,1.72914713755506
2022-05-12,25,3,2,3.39809090341656,2.99169036495371,1.72914713755506
2022-05-13,25,3,2,3.44890114778416,2.96901393655811,1.72914713755506
2022-05-16,25,3,2,3.45564252256574,2.94274198882357,1.72914713755506
2022-05-17,25,3,2,3.442758729022,2.94296158641109,1.72914713755506
2022-05-18,25,3,2,3.6722463598695,2.87641403457701,1.72914713755506
2022-05-19,25,3,2,3.64483203904701,2.85581625160099,1.72914713755506
2022-05-20,25,3,2,3.63611827672334,2.85590992370054,1.72914713755506
2022-05-23,25,3,2,3.63097270522706,2.84926532332509,1.72914713755506
2022-05-24,25,3,2,3.60450128262107,2.85831964953528,1.72914713755506
2022-05-25,25,3,2,3.59967794885495,2.85614696309309,1.72914713755506
2022-05-26,25,3,2,3.60422150851767,2.85358297288565,1.72914713755506
2022-05-27,25,3,2,3.61726981148062,2.85708859456942,1.72914713755506
2022-05-30,25,3,2,3.61544316472119,2.85830604366394,1.72914713755506
2022-05-31,25,3,2,3.61118360379941,2.85029139880307,1.72914713755506
2022-06-01,25,3,2,3.60965117224573,2.84279837743865,1.72914713755506
2022-06-02,25,3,2,3.60656839393769,2.83802730469898,1.72914713755506
2022-06-03,25,3,2,3.60647191570672,2.83533978299385,1.72914713755506
2022-06-06,25,3,2,3.60273457156723,2.79104008326903,1.72914713755506
2022-06-07,25,3,2,3.58623273722405,2.77257775552648,1.72914713755506
2022-06-08,25,3,2,3.56235086452138,2.7870640728586,1.72914713755506
2022-06-09,25,3,2,3.55897407838638,2.79254226123883,1.72914713755506
2022-06-10,25,3,2,3.57148220518806,2.78484162789871,1.72914713755506
2022-06-13,25,3,2,3.62925291153282,2.76628469692554,1.72914713755506
2022-06-14,25,3,2,3.6344946724913,2.77250665050063,1.72914713755506
2022-06-15,25,3,2,3.62931081709136,2.77738947851837,1.72914713755506
2022-06-16,25,3,2,3.60720684228403,2.79420366408002,1.72914713755506
2022-06-17,25,3,2,3.60213844463643,2.79490769264898,1.72914713755506
2022-06-20,25,3,2,3.60901468762097,2.79816776660679,1.72914713755506
2022-06-21,25,3,2,3.61641922228393,2.79654284161408,1.72914713755506
2022-06-22,25,3,2,3.60719607087354,2.80705926801548,1.72914713755506
2022-06-23,25,3,2,3.57274122868757,2.85161557442211,1.72914713755506
2022-06-24,25,3,2,3.48824900082968,2.88801387881538,1.72914713755506
2022-06-27,25,3,2,3.48772615794186,2.88844978028253,1.72914713755506
2022-06-28,25,3,2,3.48557903593379,2.90473634169435,1.72914713755506
2022-06-29,25,3,2,3.47867302021804,2.89514938853605,1.72914713755506
2022-06-30,25,3,2,3.48185140381196,2.88785141024598,1.72914713755506
2022-07-01,25,3,2,3.46076643877154,2.95525942664954,1.72914713755506
2022-07-04,25,3,2,3.46811994177429,3.0160687969276,1.72914713755506
2022-07-05,25,3,2,3.50938854849917,3.03058809978221,1.72914713755506
2022-07-06,25,3,2,3.43022556606897,3.02112829085111,1.72914713755506
2022-07-07,25,3,2,3.40526820219557,3.01884420983097,1.72914713755506
2022-07-08,25,3,2,3.4154770508665,3.02945546470218,1.72914713755506
2022-07-11,25,3,2,3.42361981016919,3.04109433749654,1.72914713755506
2022-07-12,25,3,2,3.45628379576321,3.09535454813565,1.72914713755506
2022-07-13,25,3,2,3.45000361091617,3.08716446894824,1.72914713755506
2022-07-14,25,3,2,3.4833147295618,3.06826919488232,1.72914713755506
2022-07-15,25,3,2,3.46090787659197,2.99523489578279,1.72914713755506
2022-07-18,25,3,2,3.46120799569952,3.04030303437767,1.72914713755506
2022-07-19,25,3,2,3.43064667508402,3.01732672234026,1.72914713755506
2022-07-20,25,3,2,3.43344012636779,3.0212915230271,1.72914713755506
2022-07-21,25,3,2,3.43292773240742,3.05966172631583,1.72914713755506
2022-07-22,25,3,2,3.42435057300435,3.08289631465304,1.72914713755506
2022-07-25,25,3,2,3.43335740084433,3.07996119676932,1.72914713755506
2022-07-26,25,3,2,3.43244176939902,3.07787782589614,1.72914713755506
2022-07-27,25,3,2,3.44334213269386,3.07137433869373,1.72914713755506
2022-07-28,25,3,2,3.43396984732043,3.04652427549877,1.72914713755506
2022-07-29,25,3,2,3.44033255219877,3.04614900608328,1.72914713755506
2022-08-01,25,3,2,3.43488456992002,3.06615814693383,1.72914713755506
2022-08-02,25,3,2,3.43081816639621,3.06676877488775,1.72914713755506
2022-08-03,25,3,2,3.42510094110234,3.06519271381298,1.72914713755506
2022-08-04,25,3,2,3.4237829181101,3.06877917980331,1.72914713755506
2022-08-05,25,3,2,3.4093722806683,3.06537488574972,1.72914713755506
2022-08-08,25,3,2,3.40772880424478,3.0514581126432,1.72914713755506
2022-08-09,25,3,2,3.41879680142834,3.04971265119224,1.72914713755506
2022-08-10,25,3,2,3.44305177206466,3.04711891211275,1.72914713755506
2022-08-11,25,3,2,3.45123991675615,3.02864860396168,1.72914713755506
2022-08-12,25,3,2,3.44025408549798,3.02015708543766,1.72914713755506
2022-08-15,25,3,2,3.41630578287499,3.03025098629365,1.72914713755506
2022-08-16,25,3,2,3.4058679515137,3.05424137820301,1.72914713755506
2022-08-17,25,3,2,3.4085739033118,3.0534097000024,1.72914713755506
2022-08-18,25,3,2,3.41077441320043,3.04556681326122,1.72914713755506
2022-08-19,25,3,2,3.41033595963372,3.05144169771879,1.72914713755506
2022-08-22,25,3,2,3.4033559284307,3.06455925346946,1.72914713755506
