ticker,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
BRL,0.310526174685574,0.0270412917793195,0.00149070745514678,0.219649981989979,-0.196883092214021,-0.198514389983731,-0.0739485165187551,0.148375311463668,-0.0734098990265778,0.0229588583220722,-0.045602132120373,0.0138597484671144,0.0446947521619881,-0.395897844023424,-0.197269667899019,-0.47920865796258,-0.130502320045916,0.0603016303874571,0.113047303265669,-0.504097929381151,0.118137862229146,0.00807482285563305,0.0436632197001446,-0.0907398888843476,-0.0417028004173904
VND,0.0415852063496297,0.00331524982693436,0.0133422847673965,0.0226668452745024,-0.153357088068085,-0.213989546692239,-0.139217854428524,-0.419451440564124,0.364715427722175,-0.0603037370546909,-0.502495512097257,0.475201646044785,0.16377215383012,0.255188534038454,-0.0823714782693197,0.0130187123649472,-0.101211358659744,0.0207353454706035,-0.0130114159029999,-0.0520586669609962,0.0480578201605052,0.0210888052270559,0.0409606764459764,0.0316739198404312,0.00889661477501555
GHS,0.00450177793129781,-0.0398464062375756,-0.000187503793075242,0.0572700157609907,-0.069450659730844,-0.0269368834662489,-0.180254117627,-0.554431368583158,0.214756308138025,0.052940990587159,0.658421044380026,-0.14095443231778,0.341931758768538,-0.0851694845651503,-0.104336859678768,-0.0155242590993414,-0.0504939883128229,-0.0730216598231194,0.0158184540756354,0.0130552810304656,0.0455244290914711,0.0194648643960182,0.0102280811074993,-0.0348007778387925,0.000318175590080703
HSY,-0.204541581254799,0.404915030773469,0.068528709225053,0.0727361265717969,-0.183724977047535,-0.0121706171360175,-0.253730768938143,0.129237117758142,-0.0085278429777326,0.0701962917678381,0.059936174446152,0.00756767698266738,-0.0041921854259596,-0.0235479140045894,0.0242698740135868,0.0248210962481916,-0.2369595605853,0.178108492177799,-0.352286321284371,0.0120000831034912,-0.393053204760109,0.428906554879759,0.328614978490486,-0.0124545047525703,0.00956859981966262
MDLZ,-0.277592451607661,0.423816189624865,0.0302688218097826,0.0272396899435189,-0.0963740004779327,0.0294732908305335,-0.198449350807381,0.0269683472808514,0.01596139433216,0.0286156966203523,-0.000618010592106591,0.00174535986662689,0.0202393150689115,-0.00536600020004362,0.0236627599508485,-0.0456358396785204,-0.158246873892085,0.0186890592837275,-0.0199284076636362,-0.0872005509990614,-0.185794932693851,-0.63923710512713,-0.458875900792021,-0.0108686954547521,0.00429978717066278
NESN,-0.14526846031757,0.270210058223294,0.053459526494531,0.0911078233033247,-0.158089977369403,-0.277218195787705,0.465050962834102,-0.124634987138817,-0.0208431525615217,0.0231507313854502,0.0154904394137833,-0.00884533687204996,0.111110633555585,-0.00870797247887872,-0.0101376944298355,0.0289876455282293,0.540120636234893,0.0880204758879769,0.323355196727298,-0.111885192943577,-0.352772445882864,0.063210147560103,0.0345700022707973,0.0150504831936003,0.00174391253237453
SJM,-0.187997875330579,0.35724840137019,0.0446955295122274,0.0811387853208876,-0.257126259645654,-0.00149504049011007,-0.283560349794161,0.18273262070746,0.00837588222791195,0.0605808687559738,0.0324677652148181,0.0387149418602127,0.00443974245202661,0.0177007015295627,0.142199713757787,0.164317307512391,0.232816059442768,-0.197669508057144,0.261388627234398,0.0398164755647605,0.637744434724426,0.128687199325077,0.088802954249221,0.0168351218514666,0.00738439416040389
SBUX,-0.225038506234293,0.20817936793272,-0.060816269798,0.074786707682695,0.355366768985824,0.0853848461604633,-0.0711917598208905,-0.126415875782401,0.0905087812037237,-0.151452167768012,-0.0633818169878871,-0.0164170592519588,-0.226939837918688,-0.114307716092521,-0.497827772565843,-0.362504031860535,0.131214846499222,0.281926665226689,0.0990848242421023,0.359843386578234,0.146744713370059,0.071444630825865,0.0130908500230425,-0.00312298333231611,-0.00717646624123047
LISN,-0.134812508922771,0.187217052294686,0.0368319212761719,0.0997993855418962,-0.0591552289471432,-0.283782103150341,0.591744628103476,-0.101130663138022,-0.149203562761305,-0.0120865773720731,-0.0103005267133089,-0.121988408905821,0.0876495180120282,0.0416789734153102,0.0518124470672897,-0.046439171008973,-0.496408418791914,0.00971010111987714,-0.162609789810107,0.19182487097395,0.357769517425682,-0.00933353703938076,0.0104970613789973,-0.0355376244448086,-0.0129911814087132
VIX,0.28282535752635,-0.140908235662157,0.0816309649068848,-0.093212495079332,-0.439051778092462,-0.0942471990105178,-0.070343024509675,0.179863965961443,0.0626125964773817,0.209225146443801,0.027632163169101,-0.0368926257590076,0.130023207379878,0.00931028879632288,0.0493836563948638,-0.080622123222901,0.065250114884452,0.525272776378459,0.0589021085649286,0.511375341881718,0.0159441472557276,-0.104497157205387,-0.103506754486012,-0.034230804630355,0.0435923567855416
